f1	f2	beta_pos	beta_neg	beta_zero
0.83068273532857	0.721351920223586	0.0250152989153223	0.0250152989153223	-0.0250152989153223
0.0103980577901255	0.0572738394567843	-0.206040822316701	-0.206040822316701	-0.206040822316701
0.465759673943011	0.0328753004446523	-0.0110115370891547	0.0110115370891547	0.0110115370891547
0.426767138613934	0.327133719873461	-0.0163295174230914	-0.0163295174230914	0.0163295174230914
0.855624164194796	0.460232610760266	-0.0144234278510291	0.0144234278510291	0.0144234278510291
0.938795886934141	0.941464093041213	0.265527667043288	-0.265527667043288	0.265527667043288
0.0374871210833088	0.0237800672294952	-0.0259910015508048	-0.0259910015508048	-0.0259910015508048
0.957298674179214	0.922614971286354	-0.0843089118701376	-0.0843089118701376	-0.0843089118701376
0.676593379449896	0.310483809386346	0.0075215483051607	-0.0075215483051607	0.0075215483051607
0.113556046053501	0.127851064081478	0.00354493320515352	0.00354493320515352	-0.00354493320515352
0.231546219653516	0.643456046945711	-0.0313617842644067	0.0313617842644067	0.0313617842644067
0.126945139668965	0.312550835685387	0.0151112628538221	0.0151112628538221	-0.0151112628538221
0.989458563555073	0.836505451041067	0.0911858439181808	0.0911858439181808	0.0911858439181808
0.0516704094149479	0.490224352783223	-0.0115408687618322	0.0115408687618322	0.0115408687618322
0.602688020575447	0.646068134875403	-0.00585997585031676	-0.00585997585031676	-0.00585997585031676
0.295932829191037	0.624034178593544	0.0130836036812449	-0.0130836036812449	0.0130836036812449
0.973432657312075	0.966606643150229	-0.0141594168722314	0.0141594168722314	-0.0141594168722314
0.645159009188676	0.294100831172244	0.0159424026856694	0.0159424026856694	0.0159424026856694
0.980857792559092	0.916894376713689	0.155407887600068	0.155407887600068	0.155407887600068
0.516635087479952	0.592528910737991	-0.0162916221989392	-0.0162916221989392	-0.0162916221989392
0.94636988035345	0.958358551066907	-0.118996146011654	0.118996146011654	-0.118996146011654
0.221266916042479	0.0138740945023323	0.0184093903283823	-0.0184093903283823	0.0184093903283823
0.683332335893469	0.144128511973995	0.0647510209178202	-0.0647510209178202	0.0647510209178202
0.280973489422448	0.535089212999813	-0.0121378431426975	-0.0121378431426975	-0.0121378431426975
0.963760398488998	0.988268069515651	-0.301399477964235	-0.301399477964235	-0.301399477964235
0.062981302697009	0.0119147935439707	0.0538543762141784	0.0538543762141784	-0.0538543762141784
0.373523203242746	0.772361202459294	-0.0138023793819141	0.0138023793819141	0.0138023793819141
0.317099984582172	0.115892541543072	0.00973863577696431	0.00973863577696431	0.00973863577696431
0.987114531564581	0.96913355626254	0.0969072889753791	0.0969072889753791	-0.0969072889753791
0.763290478969374	0.891545906346419	0.000479156345224387	-0.000479156345224387	-0.000479156345224387
0.0332094106415175	0.10375681499547	0.204837312918921	0.204837312918921	0.204837312918921
0.389064256869901	0.535315427762967	0.00542756971800468	0.00542756971800468	0.00542756971800468
0.77487158243539	0.470820895363668	0.00843769234942343	0.00843769234942343	-0.00843769234942343
0.984344317885194	0.943608538640328	-0.094187198588453	-0.094187198588453	-0.094187198588453
0.0777783591155381	0.454770836481079	0.0389197946197281	0.0389197946197281	0.0389197946197281
0.214596714433668	0.638955984014438	-0.0326390488232065	-0.0326390488232065	-0.0326390488232065
0.54212522448154	0.0228332873014445	7.49321726633716e-05	-7.49321726633716e-05	-7.49321726633716e-05
0.456203928451904	0.127598525823345	-0.0266207298045211	-0.0266207298045211	0.0266207298045211
0.254188835358004	0.368185335151232	0.0450357523275351	-0.0450357523275351	-0.0450357523275351
0.923319032635477	0.860033407708317	-0.0645246206417195	0.0645246206417195	0.0645246206417195
0.915607192164412	0.486028359744058	-0.00470176527805635	-0.00470176527805635	0.00470176527805635
0.831167038705738	0.861130806365924	-0.108630441555014	0.108630441555014	0.108630441555014
0.28602295386293	0.14482976381123	0.0124887953126001	-0.0124887953126001	0.0124887953126001
0.745619603504988	0.943106298409919	-0.0734189883019142	0.0734189883019142	-0.0734189883019142
0.699616619936968	0.9408751447974	0.0143741967289949	-0.0143741967289949	0.0143741967289949
0.43417732709793	0.491092821453011	-0.00795935733880065	0.00795935733880065	-0.00795935733880065
0.142709202381029	0.0166912343902762	0.165022709372148	0.165022709372148	-0.165022709372148
0.719380364374216	0.133160798763349	-0.0457009877949876	-0.0457009877949876	0.0457009877949876
0.978530453806965	0.67814925866933	0.0636553615001864	0.0636553615001864	-0.0636553615001864
0.844408130017975	0.491803733614415	-0.0175124396374795	-0.0175124396374795	0.0175124396374795
0.0139566172567903	0.0134793326671791	0.164056690074423	-0.164056690074423	0.164056690074423
0.841509732908066	0.961345689592393	-0.0101176583040864	0.0101176583040864	-0.0101176583040864
0.388951207238766	0.226597717471213	-0.0183178761597198	0.0183178761597198	0.0183178761597198
0.233628416992612	0.320121023589636	-0.0425060071502049	-0.0425060071502049	0.0425060071502049
0.613071550235172	0.148961438170276	0.0390513806200754	0.0390513806200754	0.0390513806200754
0.0116617973116592	0.295989766587576	0.0129726892967307	-0.0129726892967307	0.0129726892967307
0.430714640919717	0.92744956795189	-0.0162111424377056	-0.0162111424377056	0.0162111424377056
0.566982615204545	0.740816286375951	-0.0334900865693974	0.0334900865693974	-0.0334900865693974
0.770731403929913	0.95063835047876	0.0182416506372927	-0.0182416506372927	-0.0182416506372927
0.633507085848909	0.532565746331064	0.0445129313995178	0.0445129313995178	0.0445129313995178
0.205756500373867	0.418121836657366	0.017786399846173	0.017786399846173	-0.017786399846173
0.734829303932852	0.700927755867611	0.0202580642945458	0.0202580642945458	0.0202580642945458
0.790912930846333	0.708852657392309	-0.0359960801868937	0.0359960801868937	0.0359960801868937
0.0797018923424189	0.62619790641204	-0.0203616082338667	-0.0203616082338667	0.0203616082338667
0.260654706938038	0.0889982826295808	0.0541104126303202	-0.0541104126303202	0.0541104126303202
0.989538525249368	0.746008501425751	-0.0546472650719069	0.0546472650719069	-0.0546472650719069
0.106328918892279	0.245606810867537	-0.0445280489092152	0.0445280489092152	-0.0445280489092152
0.815320943952884	0.887677581337401	-0.00396365443206986	-0.00396365443206986	-0.00396365443206986
0.106095590603041	0.529622610702683	0.00207721426234611	0.00207721426234611	-0.00207721426234611
0.963560893549869	0.716583925114955	-0.138876680638896	-0.138876680638896	-0.138876680638896
0.162881658740681	0.160209298682486	0.0450834352140527	-0.0450834352140527	-0.0450834352140527
0.972258209270037	0.446383180421536	0.00945023435239309	0.00945023435239309	-0.00945023435239309
0.628801321048063	0.188281736230668	0.0253669881900265	-0.0253669881900265	0.0253669881900265
0.546436515147018	0.786992689886349	0.0296232734056755	0.0296232734056755	0.0296232734056755
0.382334860981127	0.535102188176523	-0.043704215283279	-0.043704215283279	-0.043704215283279
0.440795228681867	0.75942662337565	-0.0237453366514461	-0.0237453366514461	-0.0237453366514461
0.634569981021129	0.693218014005644	0.071400947841986	-0.071400947841986	-0.071400947841986
0.416087408758403	0.14890536913049	-0.0183010049261417	0.0183010049261417	-0.0183010049261417
0.9455038355724	0.776739551760037	-0.0401209256867268	-0.0401209256867268	-0.0401209256867268
0.515193312558058	0.0430304511304447	0.0361428099507507	-0.0361428099507507	-0.0361428099507507
0.891616891335976	0.980207865920558	-0.197778247486085	0.197778247486085	-0.197778247486085
0.977558882238141	0.618270219741201	-0.0307215680334498	-0.0307215680334498	0.0307215680334498
0.223739487154154	0.828161309024029	-0.00196881062742076	0.00196881062742076	-0.00196881062742076
0.884946055303951	0.857369694474122	0.0380583936642436	-0.0380583936642436	0.0380583936642436
0.112829446085199	0.0132976579480727	0.045459388380158	-0.045459388380158	0.045459388380158
0.976794209136516	0.929678471883659	-0.197803312731426	0.197803312731426	0.197803312731426
0.138559973626919	0.110686518118593	0.0788904356248789	0.0788904356248789	-0.0788904356248789
0.0960851336367392	0.138326833546875	0.127935664088833	-0.127935664088833	-0.127935664088833
0.668919125698575	0.343159423218185	-0.0160525595066254	-0.0160525595066254	0.0160525595066254
0.986550318896223	0.900881521004827	0.111584434882445	0.111584434882445	0.111584434882445
0.182484699830134	0.062150814730438	0.116491866627967	0.116491866627967	-0.116491866627967
0.982246522201052	0.983935753497493	0.479522991416198	-0.479522991416198	0.479522991416198
0.0935746682740892	0.372448628553907	-0.0728917532375511	-0.0728917532375511	-0.0728917532375511
0.552321406719175	0.933733565726027	-0.0158863837524289	0.0158863837524289	-0.0158863837524289
0.0973550626991364	0.0342847772147934	0.19833001913108	0.19833001913108	-0.19833001913108
0.872806939483006	0.702493363217634	-0.0285932173241418	0.0285932173241418	0.0285932173241418
0.416070939217195	0.967922416461634	0.00265996716615496	0.00265996716615496	0.00265996716615496
0.977041223288083	0.0997312088014721	0.0372304059968994	0.0372304059968994	-0.0372304059968994
0.950546801920415	0.86683181105593	0.0131120846804762	0.0131120846804762	-0.0131120846804762
0.84734574612917	0.831279760389757	-0.0333463588603735	-0.0333463588603735	0.0333463588603735
0.148586117370291	0.221304695075925	-0.0552298446828389	0.0552298446828389	0.0552298446828389
0.988004253564905	0.950364725796121	0.164977355153476	0.164977355153476	0.164977355153476
0.358842189449131	0.0492089122003996	-0.0538261301586033	0.0538261301586033	-0.0538261301586033
0.946103367742366	0.928113967766585	0.180339048636263	-0.180339048636263	0.180339048636263
0.697469871904557	0.552247919908337	0.0239160995168968	0.0239160995168968	0.0239160995168968
0.17722947186914	0.761985036912661	-0.0354372758344352	0.0354372758344352	-0.0354372758344352
0.772434510700532	0.733298443890755	0.0142544993931779	0.0142544993931779	0.0142544993931779
0.637135202346159	0.544085016242006	0.0224919863496253	-0.0224919863496253	0.0224919863496253
0.0864428942280785	0.438762466403802	-0.0195961436522783	-0.0195961436522783	-0.0195961436522783
0.353732402810036	0.132851007207306	0.0771743390138379	0.0771743390138379	0.0771743390138379
0.317644584678714	0.129115640334972	0.0716139925666639	-0.0716139925666639	0.0716139925666639
0.688345963186538	0.391920917006005	-0.0062180538219418	-0.0062180538219418	-0.0062180538219418
0.46686200578078	0.910774556230289	0.0476643384693451	-0.0476643384693451	-0.0476643384693451
0.0430593405527413	0.050119951485341	-0.0462583524829207	-0.0462583524829207	-0.0462583524829207
0.742044132951479	0.826062312680352	0.0230778125216768	0.0230778125216768	0.0230778125216768
0.247197412520296	0.319631273641258	0.0228512463905174	0.0228512463905174	0.0228512463905174
0.157497164079212	0.0408105837841602	0.106345055678122	-0.106345055678122	0.106345055678122
0.0296645425179254	0.0600923679679061	0.0942867511964555	0.0942867511964555	-0.0942867511964555
0.989708305247727	0.986133199521605	0.19184219242125	-0.19184219242125	-0.19184219242125
0.205027234209194	0.0156173600679889	0.125524556629371	-0.125524556629371	-0.125524556629371
0.968424529115003	0.950285031341943	0.0397941463289584	-0.0397941463289584	0.0397941463289584
0.032272029881851	0.186554634000443	-0.105509844008142	-0.105509844008142	-0.105509844008142
0.515667835074028	0.857162630637899	0.0146250392041827	0.0146250392041827	0.0146250392041827
